rule,mass_first_kmeans,mass_second_kmeans,uncertainty_kmeans,mass_first_random,mass_second_random,uncertainty_random
"Positive Standard Deviation - 25.324, Homogeneity - 0.479",0.13082922995090485,0.060000572353601456,0.8091701865196228,0.06810078769922256,0.121284618973732,0.8106145858764648
"Negative Standard Deviation - 25.324, Homogeneity - 0.479",0.20730091631412506,0.002167253289371729,0.7905318737030029,0.09134243428707123,0.1030392050743103,0.8056182861328125
"Positive Standard Deviation - 25.324, Dissimilarity - 4.715",0.22269098460674286,0.005791269708424807,0.7715177536010742,0.04696017503738403,0.15072351694107056,0.8023163080215454
"Negative Standard Deviation - 25.324, Dissimilarity - 4.715",0.19870099425315857,0.017649726942181587,0.783649206161499,0.18365398049354553,0.012552636675536633,0.8037934303283691
"Positive Standard Deviation - 25.324, Correlation - 0.956",0.06591539829969406,0.10636959969997406,0.8277150392532349,0.11500541865825653,0.07951875776052475,0.8054758310317993
"Negative Standard Deviation - 25.324, Correlation - 0.956",0.1791829764842987,0.014019861817359924,0.8067971467971802,0.08666491508483887,0.10725124925374985,0.8060838580131531
"Positive Standard Deviation - 25.324, Coarseness - 0.000",0.14703235030174255,0.03126678615808487,0.8217008709907532,0.14421044290065765,0.04775293171405792,0.8080366849899292
"Negative Standard Deviation - 25.324, Coarseness - 0.000",0.08343164622783661,0.10255113989114761,0.8140171766281128,0.0,0.23293137550354004,0.76706862449646
"Positive Entropy - 0.073, Skewness - 4.097",0.16129057109355927,0.048724088817834854,0.7899853587150574,0.11754284799098969,0.07622460275888443,0.8062325119972229
"Negative Entropy - 0.073, Skewness - 4.097",0.1250852644443512,0.05438327416777611,0.82053142786026,0.15309986472129822,0.04294189065694809,0.8039581775665283
"Positive Entropy - 0.073, Kurtosis - 24.581",0.04427877441048622,0.1371532678604126,0.8185679912567139,0.0,0.2344117909669876,0.7655882239341736
"Negative Entropy - 0.073, Kurtosis - 24.581",0.1621985286474228,0.02436753176152706,0.8134339451789856,0.24807195365428925,0.0,0.7519280910491943
"Positive Entropy - 0.073, Contrast - 130.232",0.2555110454559326,0.0,0.7444890141487122,0.11873704940080643,0.07664725929498672,0.8046156764030457
"Negative Entropy - 0.073, Contrast - 130.232",0.07847046852111816,0.09771016985177994,0.8238193392753601,0.10154575109481812,0.09325051307678223,0.8052037954330444
"Positive Entropy - 0.073, Energy - 0.204",0.10810623317956924,0.07523095607757568,0.8166627883911133,0.13106662034988403,0.05817844718694687,0.8107548952102661
"Negative Entropy - 0.073, Energy - 0.204",0.1580299735069275,0.019179577007889748,0.8227904438972473,0.197636678814888,0.0,0.8023633360862732
"Positive Entropy - 0.073, ASM - 0.058",0.10303716361522675,0.07550416886806488,0.8214586973190308,0.07797786593437195,0.11956582218408585,0.8024563193321228
"Negative Entropy - 0.073, ASM - 0.058",0.17787453532218933,0.0,0.8221254348754883,0.22944380342960358,0.0,0.7705562114715576
"Positive Entropy - 0.073, Homogeneity - 0.479",0.06434985250234604,0.11906397342681885,0.8165861368179321,0.04595573619008064,0.1514451950788498,0.8025990128517151
"Negative Entropy - 0.073, Homogeneity - 0.479",0.2727819085121155,0.0011443254770711064,0.7260738015174866,0.05600195378065109,0.1330837458372116,0.8109143376350403
"Positive Entropy - 0.073, Dissimilarity - 4.715",0.23092295229434967,0.0007248845649883151,0.7683521509170532,0.10279519855976105,0.07796836644411087,0.8192364573478699
"Negative Entropy - 0.073, Dissimilarity - 4.715",0.1646999716758728,0.02963428758084774,0.8056656718254089,0.11221416294574738,0.08165360242128372,0.8061322569847107
"Positive Entropy - 0.073, Correlation - 0.956",0.17686553299427032,0.021049126982688904,0.802085280418396,0.11221513897180557,0.08292612433433533,0.8048587441444397
"Negative Entropy - 0.073, Correlation - 0.956",0.11513552814722061,0.07040980458259583,0.8144547343254089,0.02303338423371315,0.1751665472984314,0.8018000721931458
"Positive Entropy - 0.073, Coarseness - 0.000",0.0,0.1966533064842224,0.8033466935157776,0.0,0.2143556773662567,0.7856443524360657
"Negative Entropy - 0.073, Coarseness - 0.000",0.22740188241004944,0.0,0.7725980877876282,0.23818917572498322,0.0,0.761810839176178
"Positive Skewness - 4.097, Kurtosis - 24.581",0.1644095778465271,0.032044216990470886,0.8035462498664856,0.0909191370010376,0.09903982281684875,0.8100410103797913
"Negative Skewness - 4.097, Kurtosis - 24.581",0.1489480882883072,0.045427169650793076,0.8056247234344482,0.05304289609193802,0.1437186896800995,0.8032384514808655
"Positive Skewness - 4.097, Contrast - 130.232",0.12643183767795563,0.056879740208387375,0.8166884779930115,0.14023786783218384,0.05408849939703941,0.8056736588478088
"Negative Skewness - 4.097, Contrast - 130.232",0.06922152638435364,0.1050652489066124,0.8257131576538086,0.1656440645456314,0.030359283089637756,0.8039966821670532
"Positive Skewness - 4.097, Energy - 0.204",0.06348682194948196,0.1181512326002121,0.8183619976043701,0.06943555921316147,0.11152845621109009,0.8190359473228455
"Negative Skewness - 4.097, Energy - 0.204",0.2377455085515976,0.0004937190096825361,0.7617607116699219,0.14950616657733917,0.042769234627485275,0.8077245950698853
"Positive Skewness - 4.097, ASM - 0.058",0.07666514813899994,0.09728618711233139,0.826048731803894,0.028320331126451492,0.1665089875459671,0.8051707148551941
